,transaction_id,customer_id,customer_name,age,age_group,city,email,phone,manga_title,volume_no,genre,format,platform,payment_method,unit_price,quantity,total_amount,customer_rating,purchase_date,delivery_days,is_returned,membership_tier,discount_percent,coupon_used
62,28477,CUST7577,Harsh Chopra,29.0,Young Adult (18-24),Bangalore,harsh.chopra@gmail.com,9233634952,Fullmetal Alchemist,20.0,Seinen,Paperback,Amazon,Upi,299.0,4.0,1196.0,5.0,29-01-24,6.0,Yes,Silver,25.0,No
63,49342,CUST8463,Dev Singh,19.0,Teen (13-17),Chennai,dev.singh@gmail.com,9991503459,Jojo's Bizarre Adventure,,Shonen,Paperback,Book Depository,Net Banking,999.0,2.0,1998.0,4.1,23-08-24,6.0,Yes,Gold,20.0,No
64,25680,CUST8034,Priya Gupta,16.0,Teen (13-17),Ahmedabad,,9146160187,Mob Psycho 100,,Romance,Paperback,Local Store,Debit Card,1299.0,1.0,1299.0,3.5,15-04-22,6.0,Unknown,Platinum,25.0,Yes
65,32356,,Karan Iyer,-28.0,Teen (13-17),Pune,karan.iyer@gmail.com,9786626702,Dr. Stone,13.0,Thriller,Hardcover,Flipkart,Wallet,1499.0,4.0,5996.0,4.6,25-07-20,8.0,No,Unknown,10.0,Unknown
66,12937,CUST4284,Shreya Shah,28.0,Teen (13-17),Ahmedabad,shreya.shah@gmail.com,9983558544,Dr. Stone,39.0,Shoujo,Digital,Amazon,Upi,799.0,3.0,2397.0,4.9,01-06-21,6.0,No,Platinum,5.0,Unknown
67,7278,CUST5957,Arjun Chopra,20.0,Adult (25-30),Ahmedabad,arjun.chopra@gmail,9957465401,Haikyu,,Fantasy,Unknown,Flipkart,Debit Card,199.0,1.0,199.0,4.5,08-01-21,2.0,Unknown,Gold,20.0,Yes
68,28306,CUST4438,Sneha Shah,16.0,Teen (13-17),Lucknow,sneha.shah@gmail.com,9141102291,Tokyo Ghoul,35.0,Horror,Hardcover,Amazon,Wallet,599.0,4.0,2396.0,2.9,28-09-23,10.0,No,Bronze,0.0,No
69,48250,CUST8992,Riya Verma,25.0,Adult (25-30),Bangalore,riya.verma@gmail.com,9839924719,Naruto,22.0,Fantasy,Digital,Amazon,Debit Card,349.0,5.0,1745.0,2.9,19-08-22,4.0,Yes,Silver,15.0,Yes
70,10787,CUST8522,Riya Nair,27.0,Young Adult (18-24),Hyderabad,riya.nair@gmail.com,9889779848,Dr. Stone,22.0,Thriller,Paperback,Crunchyroll Store,Credit Card,599.0,2.0,1198.0,4.3,06-01-24,6.0,No,Bronze,15.0,Unknown
71,11145,CUST5298,Karan Malhotra,20.0,Teen (13-17),Ahmedabad,karan.malhotra@gmail.com,9431138456,My Hero Academia,29.0,Shojo,Limited Edition,Flipkart,Wallet,599.0,3.0,1797.0,4.8,31-12-23,6.0,No,Bronze,0.0,Yes
72,11722,CUST7674,Pooja Das,19.0,Young Adult (18-24),Mumbai,pooja.das@gmail.com,9277741228,Chainsaw Man,36.0,Romance,Digital,Local Store,Net Banking,299.0,1.0,299.0,3.8,22-03-22,6.0,No,Unknown,25.0,No
73,21695,CUST5984,Harsh Das,,Young Adult (18-24),Bangalore,harsh.das@gmail.com,9286099448,One Punch Man,30.0,Seinen,Paperback,Crunchyroll Store,Wallet,999.0,4.0,3996.0,4.4,16-07-24,6.0,Yes,Gold,15.0,No
74,17190,CUST9996,Divya Reddy,150.0,Teen (13-17),Lucknow,divya.reddy@gmail.com,9792258763,Bleach,1.0,Horror,Digital,Local Store,Wallet,599.0,3.0,1797.0,3.6,01-11-20,8.0,No,Unknown,5.0,No
75,49585,CUST5379,Simran Nair,27.0,Adult (25-30),Kolkata,simran.nair@gmail.com,9238160212,Chainsaw Man,12.0,Shojo,Limited Edition,Local Store,Unknown,199.0,4.0,796.0,3.4,25-06-23,6.0,Yes,Unknown,10.0,Unknown
76,41055,CUST9303,Meera Malhotra,24.0,Teen (13-17),Mumbai,meera.malhotra@gmail.com,9727150385,Dragon Ball Z,16.0,Horror,Hardcover,Local Store,Debit Card,999.0,4.0,3996.0,3.2,17-10-20,10.0,Yes,Gold,20.0,Unknown
77,10611,CUST1255,Zara Malhotra,26.0,Unknown,Ahmedabad,zara.malhotra@gmail.com,9249331397,One Punch Man,26.0,Fantasy,Hardcover,Book Depository,Unknown,1499.0,5.0,7495.0,4.4,25-01-24,6.0,No,Gold,0.0,No
78,4386,CUST6473,Priya Joshi,20.0,Unknown,Pune,priya.joshi@gmail.com,9826023121,Attack On Titan,,Slice Of Life,Hardcover,Local Store,Wallet,299.0,5.0,1495.0,2.6,,9.0,Unknown,Bronze,0.0,No
79,26592,CUST7482,Zara Malhotra,20.0,Teen (13-17),Kolkata,zara.malhotra@gmail.com,9987973172,Black Clover,17.0,Fantasy,Digital,Flipkart,Upi,199.0,1.0,199.0,3.8,06-06-24,5.0,Yes,Platinum,5.0,Unknown
80,5567,CUST1467,Nisha Das,,Young Adult (18-24),Bangalore,nisha.das@gmail.com,Unknown,Haikyu,35.0,Shojo,Hardcover,Book Depository,Cash,999.0,3.0,2997.0,2.5,08-02-22,10.0,No,Unknown,5.0,Yes
81,6337,CUST7408,Tanvir Verma,14.0,Adult (25-30),Kolkata,tanvir.verma@gmail.com,9770520309,Death Note,29.0,Seinen,Unknown,Local Store,Credit Card,799.0,4.0,3196.0,3.8,01-02-21,7.0,No,Gold,0.0,Yes
82,35413,CUST5079,Ananya Das,25.0,Teen (13-17),Chennai,ananya.dasgmail.com,9105929811,Sword Art Online,28.0,Shonen,Limited Edition,Book Depository,Cash,599.0,3.0,1797.0,7.44,14-04-24,6.0,Yes,Bronze,15.0,No
83,1884,CUST6659,Ananya Nair,26.0,Adult (25-30),Chennai,,9372729862,One Punch Man,39.0,Romance,Box Set,Book Depository,Credit Card,599.0,3.0,1797.0,3.8,01-04-23,6.0,Yes,Unknown,20.0,No
84,31525,CUST5936,Arjun Joshi,23.0,Teen (13-17),Ahmedabad,arjun.joshi@gmail,9992053904,Naruto,17.0,Shonen,Digital,Unknown,Debit Card,799.0,2.0,1598.0,3.8,27-11-22,6.0,No,Bronze,25.0,Unknown
85,40358,CUST7762,Karan Singh,18.0,Teen (13-17),Bangalore,karan.singh@gmail.com,9701676705,Death Note,32.0,Shonnen,Hardcover,Book Depository,Upi,1299.0,5.0,6495.0,2.9,18-09-24,1.0,Unknown,Platinum,5.0,No
86,32246,CUST8532,Nisha Joshi,14.0,Adult (25-30),Hyderabad,nisha.joshi@gmail.com,9918419716,Chainsaw Man,27.0,Seinen,Unknown,Crunchyroll Store,Credit Card,599.0,3.0,1797.0,3.5,24-01-20,9.0,Yes,Gold,5.0,No
87,24708,,Sneha Reddy,24.0,Young Adult (18-24),Lucknow,sneha.reddy@gmail.com,9532234904,Hunter X Hunter,18.0,Thriller,Paperback,Flipkart,Cash,999.0,4.0,3996.0,2.9,29-04-22,8.0,Yes,Unknown,25.0,Unknown
88,28131,CUST4519,Simran Joshi,-30.0,Teen (13-17),Jaipur,,9085613512,One Punch Man,,Horror,Hardcover,Unknown,Wallet,999.0,5.0,4995.0,3.4,,2.0,Unknown,Silver,0.0,Unknown
89,6940,CUST8290,Siddharth Chopra,16.0,Adult (25-30),Delhi,siddharth.chopra@gmail.com,9595790205,Dr. Stone,12.0,Isekai,Box Set,Flipkart,Upi,199.0,4.0,796.0,6.2,04-02-23,10.0,No,Bronze,5.0,Unknown
90,40288,CUST1624,Sneha Nair,23.0,Young Adult (18-24),Hyderabad,sneha.nair@gmail.com,9521540291,Haikyu,,Slice Of Life,Digital,Mangaplus Shop,Cash,799.0,5.0,3995.0,3.6,13-11-24,7.0,Yes,Unknown,20.0,Unknown
91,40523,CUST6394,Rohan Patel,27.0,Adult (25-30),Delhi,rohan.patel@gmail.com,9677121170,Black Clover,,Thriller,Hardcover,Unknown,Cash,499.0,5.0,2495.0,3.1,04-05-23,6.0,Yes,Bronze,20.0,No
92,42943,CUST8824,Sneha Chopra,21.0,Unknown,Mumbai,sneha.chopra@gmail.com,9217721281,Tokyo Ghoul,13.0,Isekai,Hardcover,Book Depository,Debit Card,1499.0,3.0,4497.0,3.8,13-04-24,6.0,Unknown,Gold,5.0,Yes
93,31830,CUST7664,Aditya Shah,29.0,Young Adult (18-24),Mumabi,aditya.shah@gmail.com,9109484862,One Punch Man,21.0,Horror,Paperback,Local Store,Debit Card,799.0,4.0,3196.0,4.0,15-11-20,6.0,Yes,Silver,25.0,Unknown
94,38855,CUST6730,Divya Iyer,25.0,Young Adult (18-24),Kolkata,divya.iyer@gmail.com,9811348997,Jujutsu Kaisen,27.0,Isekai,Paperback,Viz Media,Wallet,799.0,5.0,3995.0,4.7,,9.0,No,Platinum,5.0,Unknown
95,26428,CUST2077,Amit Das,20.0,Teen (13-17),Ahmedabad,amit.das@gmail.com,9773561613,Hunter X Hunter,13.0,Seinen,Limited Edition,Viz Media,Wallet,1499.0,5.0,7495.0,2.7,08-10-23,6.0,No,Silver,0.0,Unknown
96,47102,CUST7654,Zara Sharma,22.0,Teen (13-17),Hyderabad,zara.sharma@gmail.com,9030574813,Chainsaw Man,8.0,Slice Of Life,Limited Edition,Viz Media,Net Banking,599.0,3.0,1797.0,4.6,31-01-24,10.0,No,Silver,15.0,Unknown
97,37036,CUST7945,Simran Iyer,24.0,Adult (25-30),Pune,,9793316206,Death Note,38.0,Action,Hardcover,Unknown,Upi,349.0,4.0,1396.0,4.1,28-05-23,10.0,Unknown,Unknown,20.0,Yes
98,3064,CUST7584,Karan Chopra,13.0,Adult (25-30),Kolkata,,9871702993,Spy X Family,9.0,Shojo,Digital,Local Store,Debit Card,199.0,3.0,597.0,4.6,18-08-22,6.0,No,Bronze,15.0,Yes
99,38192,CUST1239,Kunal Chopra,150.0,Unknown,Chennai,kunal.chopra@gmail.com,Unknown,My Hero Academia,32.0,Shojo,Hardcover,Amazon,Wallet,199.0,2.0,398.0,2.8,23-04-24,6.0,Yes,Silver,25.0,Unknown
100,15350,CUST4736,Rahul Malhotra,22.0,Teen (13-17),Lucknow,rahul.malhotra@gmail.com,9495770531,Jojo's Bizarre Adventure,17.0,Fantasy,Limited Edition,Book Depository,Debit Card,1499.0,3.0,4497.0,2.6,01-05-21,6.0,Yes,Silver,20.0,No
101,3217,CUST6948,Nisha Nair,16.0,Teen (13-17),Pune,nisha.nair@gmail.com,9548560095,One Punch Man,38.0,Shonen,Limited Edition,Flipkart,Credit Card,599.0,3.0,1797.0,3.3,19-06-22,4.0,Yes,Silver,0.0,Unknown
102,6968,CUST5637,Amit Gupta,25.0,Teen (13-17),Mumbai,amit.gupta@gmail.com,9042889841,Jojo's Bizarre Adventure,22.0,Thriller,Box Set,Crunchyroll Store,Credit Card,499.0,2.0,998.0,4.5,01-10-23,6.0,Yes,Bronze,15.0,No
103,20921,CUST6179,Aditya Chopra,26.0,Adult (25-30),Mumbai,aditya.chopra@gmail.com,Unknown,Demon Slayer,31.0,Seinen,Box Set,Local Store,Wallet,1499.0,3.0,4497.0,7.92,01-09-20,10.0,No,Bronze,0.0,Unknown
104,39203,CUST2096,Kavya Iyer,15.0,Adult (25-30),Chennai,kavya.iyer@gmail.com,9442648325,Bleach,,Seinen,Limited Edition,Viz Media,Wallet,599.0,1.0,599.0,4.2,01-01-20,10.0,Yes,Silver,5.0,Unknown
